duration,energy,min_pitch,max_pitch,mean_pitch,pitch_sd,pitch_abs,pitch_quant,pitchUvsVRatio,diffPitchMaxMin,diffPitchMaxMean,diffPitchMaxMode,intensityMin,intensityMax,intensityMean,intensitySD,intensityQuant,diffIntMaxMin,diffIntMaxMean,diffIntMaxMode,avgVal1,avgBand2,avgBand3,jitter,shimmer,numVoiceBreaks,PercentBreaks,speakRate,numPause,maxDurPause,avgDurPause,TotDurPause:3,iInterval,MaxRising:3,MaxFalling:3,Overall,Excited,MinMax_Average_all,Z-Score_Average_all
51.952125,0.0153312989106925,75.23265683492697,396.6356134849851,127.9892220315714,27.821527731530136,217.62869190944105,119.69036704477608,0.7738298599248378,321.4029566500581,268.6463914534137,276.94524644020896,35.146922681149505,72.86780605029898,58.68428471,7.887425781780951,54.27302934,37.72088336914948,14.18352133815288,18.59477670531338,626.4717480559489,460.5545847929735,490.54754746489607,0.0231199999999999,0.17719,136,0.42117,0.000341647,55,1.2906666666666666,0.494,27.176,138,274.562,257.247,5.297315623,5.043890154,0.3221967573310911,-0.04460652472359259
38.6773125,0.0151850901286525,75.16552661448273,397.61304084155176,131.06748974376217,26.452852516390664,195.85224562032067,124.82058278860322,0.7173333333333334,322.44751422706906,266.5455510977896,272.7924580529485,36.601937355610445,73.18680045554578,59.92628026015928,8.233813244355819,55.64922947599867,36.58486309993533,13.260520195386505,17.537570979547105,613.3168173038706,444.2724673766784,496.4023416308512,0.02209,0.18462,97,0.38674,0.000444444,40,1.8666666666666671,0.522,20.875,100,268.613,270.193,5.297315623,5.043890154,0.3169350901247627,-0.07690711319768699
43.593895833333335,0.014680488971159,71.03476089860668,395.9306883610004,127.73908642178806,26.00632980493918,189.44173653555023,120.4578475266158,1.0683760683760684,324.8959274623937,268.1916019392123,275.47284083438456,36.92789191131981,75.15532044795755,59.25869016271251,8.469902007077538,54.49842313534956,38.22742853663775,15.896630285245038,20.65689731260799,651.6052729548525,480.2476700338007,524.4368462156812,0.02201,0.16783,112,0.43099,0.000474834,44,2.624000000000001,0.505,22.229,114,283.912,203.506,5.297315623,5.043890154,0.3291092190458325,0.01358898354013827
23.4358125,0.008920152,74.93867315858779,248.73373789240907,129.56391399809183,19.33432746636148,103.02464010121872,124.4738514564082,1.1214868540344516,173.79506473382128,119.16982389431725,124.25988643600084,37.05538195863888,72.41651557781698,59.79571697306661,9.313019624,52.22961567944433,35.36113362,12.62079860475037,20.18689989837265,701.8537644321211,465.1882722053282,532.2699037728337,0.02338,0.16456,55,0.46003,0.000906618,24,2.9333333333333336,0.507,12.171,55,100.655,83.172,5.297315623,5.043890154,0.20805025099188745,-0.6082492588579431
13.274833333333332,0.003431761,93.94985377256975,263.6691876315708,130.178481979805,26.59548310948628,174.93460118424974,120.27247956857846,1.0784929356357928,169.71933385900107,133.49070565176584,143.39670806299236,36.35803817,69.97028673,58.12322394947831,8.342690556512022,52.02260413439252,33.61224856,11.847062781467493,17.947682596553285,681.2111625821952,521.6712878795242,531.5153625928741,0.02617,0.18581,32,0.46576,0.001569859,12,2.8480000000000008,0.628,7.541,32,129.591,117.119,5.297315623,5.043890154,0.2283766277780937,-0.46050008326828057
61.736020833333335,0.0204267693455234,73.87108468189162,399.8327431756235,125.35708647204063,64.49903620693541,315.1599336613748,95.8318228852612,1.9763627592860589,325.9616584937319,274.47565670358284,304.0009202903623,33.83039969264064,73.49818201653665,59.18037357328678,8.301686299647209,53.80264568214464,39.667782323896006,14.317808443249866,19.69553633439201,692.5224036031324,657.1825525170764,652.3239677378867,0.03693,0.20373,171,0.63073,0.000482393,50,3.296000000000001,0.782,39.115,182,307.35,308.024,4.414892172,5.601585674,0.42190208186520595,0.6207845323849451
67.12239583333333,0.0227778234075425,73.40541041285715,422.6505564152903,133.0114979500301,68.80715046021494,377.0653812545896,97.8341924112084,1.8071129707112967,349.2451460024331,289.6390584652602,324.8163640040819,35.343463359598246,73.75258781554786,59.289884371378406,7.596249555132158,55.05618490242037,38.40912445594961,14.462703444169447,18.69640291312749,638.3009349,590.4682151625793,,0.03925,0.20677,216,0.6417499999999999,0.00041841,63,2.7093333333333334,0.64,40.345,236,311.776,311.697,4.414892172,5.601585674,0.43107126577995386,0.7072909516224096
133.00175,0.054273313,57.56073432538879,398.9286738459129,126.8897410408202,66.89670892420826,342.3140644162597,96.02491694081682,1.880008663634395,341.3679395205241,272.0389328050927,302.9037569050961,35.538237441070514,78.00457645710458,60.08887346810358,8.231649275774686,55.06536017715537,42.46633901603406,17.915702989000998,22.939216279949207,657.5356576719171,621.9200532490747,638.1642273732766,0.03939,0.19782,387,0.6667000000000001,0.000216591,126,3.253333333333334,0.671,84.581,417,304.36,299.641,4.414892172,5.601585674,0.46246999822820545,0.9712342439292773
110.21329166666666,0.0325557531133041,75.25454353521714,386.0333983052284,139.2675211,66.06025315329268,247.9190634564593,101.6571049408564,2.9675909254591284,310.77885477001126,246.7658772308764,284.3762934,33.327360838285216,76.18993511675805,58.677348510437575,9.140214061619645,50.03911396622129,42.86257427847284,17.512586606320475,26.150821150536764,764.7466450041004,684.9921616137036,712.3106709639119,0.03829,0.20046,253,0.7479300000000001,0.000360101,78,9.781333333333336,1.061,82.792,262,295.974,258.743,4.414892172,5.601585674,0.47236667815147654,1.0536193409845318
73.75175,0.0210578218951413,72.58915358729817,394.59493047567145,119.21136521296424,56.38183000274276,212.2803377933992,96.50300221457542,2.2648361381753763,322.00577688837325,275.3835652627072,298.09192826109603,34.73692516648177,75.53269998809253,58.53996825950987,8.489142779671862,53.09539284090029,40.79577482161076,16.992731728582662,22.437307147192243,709.4016313022206,641.9825544065241,665.8623799056753,0.03675,0.19811,191,0.69658,0.00044287,73,2.6560000000000006,0.635,46.375,195,295.705,285.646,4.414892172,5.601585674,0.4222797828996652,0.6488901655874165
15.620979166666666,0.000905552,78.97259519228429,250.52166506539976,124.4083674585474,24.92907107804485,146.59852276748285,115.2092051432512,1.344360902255639,171.54906987311546,126.11329760685236,135.31245992214855,36.48374905732775,65.89301699601657,51.62891274,6.558679290440495,47.045064898332114,29.40926793868882,14.264104260837073,18.847952097684452,695.3923677,643.9159522972645,648.7954360646795,0.01829,0.1689,35,0.54156,0.001503759,16,2.048,0.543,8.693,34,123.475,127.443,4.494494451,4.261343234,0.21233259896823548,-0.6322270402533472
58.05408333333333,0.005526906,75.33383958658816,381.7888061454671,129.83180860761516,38.90443762,226.73987106082973,116.94782516267996,1.2187380497131932,306.45496655887894,251.95699753785195,264.8409809827872,34.63795875341942,66.38899507728807,53.77120778318841,7.000719219887937,49.82806005299095,31.751036323868654,12.617787294099664,16.560935024297123,667.0965651688538,642.7805666500038,592.5633018170455,0.02415,0.1842599999999999,162,0.53805,0.000382409,52,1.7706666666666635,0.503,26.155,166,270.674,266.106,4.494494451,4.261343234,0.32870354325612855,-0.020733172706812766
79.50377083333333,0.0103458507462831,67.12044971172234,393.40825136151193,145.8795205942272,52.29660129,344.9777805396209,126.87436540245398,1.351879254217224,326.2878016497896,247.52873076728477,266.53388595905795,35.51815750677999,69.70973712903636,55.126976932896376,7.241345977658629,50.79306172478936,34.19157962225636,14.58276019613998,18.916675404247,673.6733797981658,622.7740936184603,597.0022917620263,0.02785,0.19054,264,0.55031,0.000295946,74,3.146666666666667,0.53,39.2,277,294.4,273.161,4.494494451,4.261343234,0.38213895259012887,0.3442304384485106
55.95572916666666,0.009532921,75.31173400804593,396.18268161865313,147.13802390551936,60.9654357170656,343.9159020071124,124.70173134942613,1.546448087431694,320.87094761060723,249.04465771313377,271.48095026922704,34.74138424257882,72.75563944646757,56.29842981,8.617566291494052,50.12663340804573,38.01425520388875,16.45720963823497,22.629006038421835,721.0400786639235,604.7066295333993,583.2031679073943,0.02837,0.19002,153,0.4886999999999999,0.000455373,48,5.493333333333334,0.655,31.456,162,250.746,280.988,4.494494451,4.261343234,0.39493167544334884,0.4287761166792052
29.8430625,0.004699321,77.49727974014344,374.0840546485176,139.30302449712772,42.83093551918681,301.5247177230554,124.86107625151617,1.1919117647058823,296.5867749083742,234.7810301513899,249.22297839700147,36.055766036659286,67.41506628163245,55.939846544685096,7.435158161519305,51.97432576388727,31.359300244973163,11.475219736947352,15.440740517745176,669.1592866373032,556.1009244366821,558.0392629391588,0.02626,0.18564,95,0.55906,0.000735294,34,1.7600000000000016,0.466,15.829,97,245.531,241.167,4.494494451,4.261343234,0.3168472063572834,-0.07981097107049122
25.83589583333333,0.001100027,74.22052838306466,321.8512697261117,120.09602209450829,27.141433113714516,148.72344025130477,113.82450486382712,1.6326530612244898,247.63074134304705,201.75524763160345,208.02676486228452,36.050602820697904,63.901552114210446,50.281915060877566,5.186265267284461,46.99015499988877,27.850949293512542,13.61963705333288,16.911397114321673,748.4304096588265,760.5990949142887,662.1493304,0.03137,0.19739,62,0.51276,0.001020408,17,1.8880000000000017,0.738,12.539,68,149.736,190.414,5.457670152,4.707062188,0.272333017803678,-0.2985853012227115
40.278333333333336,0.004205606,75.02995826289433,332.3512259429632,122.76555127341308,29.595434413291773,155.34607771325005,114.70262117695712,1.1347480106100796,257.3212676800689,209.58567466955012,217.6486047660061,36.46092057398448,67.54614314711893,54.17449621,6.773541229781169,50.368568925631045,31.08522257313445,13.371646933667826,17.17757422148788,737.6086646572044,739.6732957393668,621.6800129834783,0.02164,0.18059,90,0.5149,0.000530504,39,1.5786666666666669,0.555,21.664,96,219.788,162.875,5.457670152,4.707062188,0.2867084707181804,-0.22394403912036656
34.982791666666664,0.003338595,75.89062205953378,291.9389009789516,124.56202006167774,26.60146063875587,156.46578342218345,115.34193551870742,1.1775700934579438,216.04827891941784,167.3768809172739,176.59696546024418,36.18765783048108,67.46264334857413,53.78486787584437,6.929393667709769,49.48166079046629,31.27498551809305,13.677775472729763,17.98098255810784,731.9349816106849,765.6150086965564,624.9959660931635,0.02494,0.18117,81,0.48019,0.000623053,30,1.482666666666665,0.589,17.664,82,141.499,164.171,5.457670152,4.707062188,0.2583455350931651,-0.36619127971981064
33.699020833333336,0.002273887,74.12869047,337.89691459420845,124.94505949307649,34.71621713324029,199.39106072938617,114.48718678443134,1.291354663036079,263.7682241193394,212.951855101132,223.4097278097771,35.66806060198571,66.77333082632349,52.27659959074949,6.005236408558763,48.87188239605216,31.10527022433778,14.496731235574003,17.90144843027133,705.6025870496442,732.1549661510342,639.4871372921657,0.02481,0.19551,95,0.56253,0.000680735,28,2.240000000000002,0.59,16.512,92,225.244,220.713,5.457670152,4.707062188,0.30316957893965785,-0.14920645100472008
